
131,65   5,00   658,26
132,25   5,00   661,23
131,38   5,00   656,91
130,79   5,00   653,94
131,22   5,00   656,10
131,27   5,00   656,37
130,84   5,00   654,21
131,22   5,00   656,10
131,92   5,00   659,61
130,79   5,00   653,94
131,54   5,00   657,72
130,84   5,00   654,21
130,30   5,00   651,51
131,11   5,00   655,56
131,22   5,00   656,10
130,73   5,00   653,67
131,44   5,00   657,18
131,27   5,00   656,37
131,60   5,00   657,99
130,84   5,00   654,21
131,49   5,00   657,45
131,98   5,00   659,88
131,11   5,00   655,56
131,87   5,00   659,34
131,87   5,00   659,34
131,60   5,00   657,99
130,57   5,00   652,86
132,41   5,00   662,04
131,17   5,00   655,83
131,27   5,00   656,37
131,54   5,00   657,72
129,92   5,00   649,62
131,49   5,00   657,45
131,54   5,00   657,72
131,11   5,00   655,56
130,41   5,00   652,05
132,08   5,00   660,42
132,14   5,00   660,69
130,79   5,00   653,94
131,54   5,00   657,72
131,54   5,00   657,72
130,86   6,00   785,16
131,22   6,00   787,32
130,50   6,00   783,00
131,35   6,00   788,13
131,35   6,00   788,13
131,35   6,00   788,13
131,71   6,00   790,29
130,90   6,00   785,43
131,76   6,00   790,56
130,63   6,00   783,81
131,26   6,00   787,59
131,22   6,00   787,32
130,99   6,00   785,97
130,95   6,00   785,70
130,72   6,00   784,35
131,22   6,00   787,32
131,76   6,00   790,56
131,53   6,00   789,21
130,54   6,00   783,27
130,77   6,00   784,62
131,58   6,00   789,48
131,13   6,00   786,78
131,31   6,00   787,86
131,89   6,00   791,37
131,04   6,00   786,24
131,17   6,00   787,05
131,17   6,00   787,05
131,58   6,00   789,48
131,17   6,00   787,05
130,32   6,00   781,92
131,31   6,00   787,86
131,17   6,00   787,05
131,76   6,00   790,56
131,58   6,00   789,48
130,05   6,00   780,30
131,62   6,00   789,75
131,62   6,00   789,75
131,94   6,00   791,64
130,99   6,00   785,97
131,35   6,00   788,13
131,71   6,00   790,29
131,41   7,00   919,89
132,11   7,00   924,75
131,41   7,00   919,89
130,76   7,00   915,30
131,14   7,00   918,00
131,10   7,00   917,73
130,22   7,00   911,52
130,95   7,00   916,65
131,14   7,00   918,00
130,22   7,00   911,52
131,26   7,00   918,81
131,10   7,00   917,73
130,29   7,00   912,06
130,41   7,00   912,87
131,03   7,00   917,19
130,60   7,00   914,22
131,30   7,00   919,08
130,80   7,00   915,57
131,57   7,00   920,97
130,83   7,00   915,84
131,72   7,00   922,05
131,45   7,00   920,16
130,91   7,00   916,38
130,72   7,00   915,03
131,18   7,00   918,27
131,18   7,00   918,27
131,14   7,00   918,00
131,10   7,00   917,73
131,95   7,00   923,67
131,30   7,00   919,08
130,56   7,00   913,95
130,49   7,00   913,41
131,03   7,00   917,19
131,30   7,00   919,08
130,80   7,00   915,57
131,14   7,00   918,00
130,91   7,00   916,38
131,34   7,00   919,35
130,37   7,00   912,60
131,14   7,00   918,00
132,76   7,00   929,34
131,39   8,00  1051,11
130,44   8,00  1043,55
131,59   8,00  1052,73
131,42   8,00  1051,38
130,51   8,00  1044,09
131,69   8,00  1053,54
131,32   8,00  1050,57
131,89   8,00  1055,16
131,35   8,00  1050,84
130,85   8,00  1046,79
131,49   8,00  1051,92
131,12   8,00  1048,95
131,39   8,00  1051,11
131,52   8,00  1052,19
131,19   8,00  1049,49
131,05   8,00  1048,41
131,22   8,00  1049,76
130,98   8,00  1047,87
130,41   8,00  1043,28
131,42   8,00  1051,38
131,35   8,00  1050,84
130,68   8,00  1045,44
131,76   8,00  1054,08
131,73   8,00  1053,81
131,02   8,00  1048,14
130,95   8,00  1047,60
132,03   8,00  1056,24
131,49   8,00  1051,92
131,49   8,00  1051,92
130,58   8,00  1044,63
131,02   8,00  1048,14
131,62   8,00  1053,00
131,35   8,00  1050,84
131,35   8,00  1050,84
131,69   8,00  1053,54
131,25   8,00  1050,03
131,25   8,00  1050,03
131,59   8,00  1052,73
131,19   8,00  1049,49
131,52   8,00  1052,19
131,66   8,00  1053,27
131,49   9,00  1183,41
130,83   9,00  1177,47
131,16   9,00  1180,44
130,32   9,00  1172,88
130,65   9,00  1175,85
131,34   9,00  1182,06
131,25   9,00  1181,25
130,68   9,00  1176,12
131,43   9,00  1182,87
131,10   9,00  1179,90
130,56   9,00  1175,04
130,56   9,00  1175,04
130,59   9,00  1175,31
130,53   9,00  1174,77
130,68   9,00  1176,12
131,49   9,00  1183,41
131,13   9,00  1180,17
131,58   9,00  1184,22
131,40   9,00  1182,60
131,31   9,00  1181,79
131,13   9,00  1180,17
131,19   9,00  1180,71
130,92   9,00  1178,28
131,49   9,00  1183,41
131,49   9,00  1183,41
130,68   9,00  1176,12
130,50   9,00  1174,50
131,28   9,00  1181,52
130,98   9,00  1178,82
127,38   9,00  1146,42
121,17   9,00  1090,53
118,29   9,00  1064,61
107,94   9,00   971,46
113,07   9,00  1017,63
107,49   9,00   967,41
107,58   9,00   968,22
104,19   9,00   937,71
107,79   9,00   970,11
107,91   9,00   971,19
117,36   9,00  1056,24
111,81   9,00  1006,29
 95,44  10,00   954,45
 87,61  10,00   876,15
 91,48  10,00   914,76
 93,20  10,00   932,04
101,87  10,00  1018,71
100,36  10,00  1003,59
100,71  10,00  1007,10
 93,07  10,00   930,69
 98,09  10,00   980,91
 95,31  10,00   953,10
102,92  10,00  1029,24
104,00  10,00  1040,04
 96,09  10,00   960,93
 95,28  10,00   952,83
 94,99  10,00   949,86
 99,28  10,00   992,79
105,87  10,00  1058,67
101,90  10,00  1018,98
104,54  10,00  1045,44
100,66  10,00  1006,56
 99,63  10,00   996,30
101,22  10,00  1012,23
100,55  10,00  1005,48
 98,74  10,00   987,39
 99,36  10,00   993,60
 94,04  10,00   940,41
 97,17  10,00   971,73
 98,17  10,00   981,72
107,68  10,00  1076,76
109,48  10,00  1094,85
108,62  10,00  1086,21
105,73  10,00  1057,32
102,98  10,00  1029,78
101,52  10,00  1015,20
101,79  10,00  1017,90
105,73  10,00  1057,32
102,11  10,00  1021,14
102,25  10,00  1022,49
105,43  10,00  1054,35
107,08  10,00  1070,82
106,27  10,00  1062,72
 99,97  11,00  1099,71
 93,54  11,00  1028,97
 88,68  11,00   975,51
 82,84  11,00   911,25
 79,23  11,00   871,56
 84,61  11,00   930,69
 94,40  11,00  1038,42
 95,58  11,00  1051,38
 93,15  11,00  1024,65
 85,59  11,00   941,49
 93,44  11,00  1027,89
 88,41  11,00   972,54
 90,20  11,00   992,25
 92,66  11,00  1019,25
 91,90  11,00  1010,88
 91,97  11,00  1011,69
 90,25  11,00   992,79
 89,12  11,00   980,37
 98,38  11,00  1082,16
105,20  11,00  1157,22
 96,83  11,00  1065,15
 90,28  11,00   993,06
 82,82  11,00   910,98
 83,31  11,00   916,38
 85,20  11,00   937,17
 88,44  11,00   972,81
 92,88  11,00  1021,68
 94,62  11,00  1040,85
 87,82  11,00   966,06
 86,08  11,00   946,89
 88,31  11,00   971,46
 93,20  11,00  1025,19
 96,44  11,00  1060,83
 88,17  11,00   969,84
 80,39  11,00   884,25
 84,04  11,00   924,48
 83,70  11,00   920,70
 86,08  11,00   946,89
 89,15  11,00   980,64
 95,83  11,00  1054,08
 97,96  11,00  1077,57
 83,79  12,00  1005,48
 80,10  12,00   961,20
 83,43  12,00  1001,16
 89,91  12,00  1078,92
 85,39  12,00  1024,65
 82,53  12,00   990,36
 85,77  12,00  1029,24
 81,76  12,00   981,18
 74,92  12,00   899,10
 83,05  12,00   996,57
 83,41  12,00  1000,89
 74,29  12,00   891,54
 79,09  12,00   949,05
 85,50  12,00  1026,00
 85,59  12,00  1027,08
 79,00  12,00   947,97
 80,50  12,00   966,06
 81,38  12,00   976,59
 77,42  12,00   929,07
 76,68  12,00   920,16
 78,03  12,00   936,36
 76,86  12,00   922,32
 78,19  12,00   938,25
 75,94  12,00   911,25
 81,25  12,00   974,97
 87,07  12,00  1044,90
 87,57  12,00  1050,84
 84,51  12,00  1014,12
 83,32  12,00   999,81
 88,56  12,00  1062,72
 80,71  12,00   968,49
 80,37  12,00   964,44
 88,36  12,00  1060,29
 78,64  12,00   943,65
 77,92  12,00   935,01
 81,58  12,00   979,02
 76,27  12,00   915,30
 81,83  12,00   981,99
 81,74  12,00   980,91
 80,77  12,00   969,30
 86,60  12,00  1039,23
 73,77  13,00   959,04
 65,15  13,00   846,99
 71,47  13,00   929,07
 79,71  13,00  1036,26
 78,65  13,00  1022,49
 73,42  13,00   954,45
 76,80  13,00   998,46
 75,35  13,00   979,56
 75,04  13,00   975,51
 72,61  13,00   943,92
 73,36  13,00   953,64
 76,41  13,00   993,33
 79,15  13,00  1028,97
 72,30  13,00   939,87
 77,45  13,00  1006,83
