
130,95   1,00   130,95
126,90   1,00   126,90
125,55   1,00   125,55
133,65   1,00   133,65
124,20   1,00   124,20
124,20   1,00   124,20
125,55   1,00   125,55
132,30   1,00   132,30
129,60   1,00   129,60
121,50   1,00   121,50
126,90   1,00   126,90
128,25   1,00   128,25
126,90   1,00   126,90
125,55   1,00   125,55
125,55   1,00   125,55
129,60   1,00   129,60
128,25   1,00   128,25
124,20   1,00   124,20
129,60   1,00   129,60
121,50   1,00   121,50
125,55   1,00   125,55
129,60   1,00   129,60
128,25   1,00   128,25
124,20   1,00   124,20
129,60   1,00   129,60
126,90   1,00   126,90
125,55   1,00   125,55
130,95   1,00   130,95
128,25   1,00   128,25
125,55   1,00   125,55
130,95   1,00   130,95
125,55   1,00   125,55
129,60   1,00   129,60
128,25   1,00   128,25
128,25   1,00   128,25
129,60   1,00   129,60
128,25   1,00   128,25
124,20   1,00   124,20
128,25   1,00   128,25
126,90   1,00   126,90
128,25   1,00   128,25
126,22   2,00   252,45
129,60   2,00   259,20
126,90   2,00   253,80
124,20   2,00   248,40
128,93   2,00   257,85
127,57   2,00   255,15
126,22   2,00   252,45
125,55   2,00   251,10
128,25   2,00   256,50
125,55   2,00   251,10
123,53   2,00   247,05
122,85   2,00   245,70
126,22   2,00   252,45
127,57   2,00   255,15
126,90   2,00   253,80
124,20   2,00   248,40
129,60   2,00   259,20
126,22   2,00   252,45
127,57   2,00   255,15
124,20   2,00   248,40
124,88   2,00   249,75
124,88   2,00   249,75
128,25   2,00   256,50
125,55   2,00   251,10
126,90   2,00   253,80
128,93   2,00   257,85
124,88   2,00   249,75
124,88   2,00   249,75
130,27   2,00   260,55
128,25   2,00   256,50
126,22   2,00   252,45
128,25   2,00   256,50
128,25   2,00   256,50
129,60   2,00   259,20
122,18   2,00   244,35
126,90   2,00   253,80
130,27   2,00   260,55
124,20   2,00   248,40
126,22   2,00   252,45
126,90   2,00   253,80
121,50   2,00   243,00
125,55   3,00   376,65
125,55   3,00   376,65
126,90   3,00   380,70
127,35   3,00   382,05
126,00   3,00   378,00
125,55   3,00   376,65
123,75   3,00   371,25
124,65   3,00   373,95
127,80   3,00   383,40
127,35   3,00   382,05
126,00   3,00   378,00
126,45   3,00   379,35
125,55   3,00   376,65
129,15   3,00   387,45
123,75   3,00   371,25
125,10   3,00   375,30
128,70   3,00   386,10
128,25   3,00   384,75
127,80   3,00   383,40
123,30   3,00   369,90
127,35   3,00   382,05
124,20   3,00   372,60
130,50   3,00   391,50
127,35   3,00   382,05
129,15   3,00   387,45
125,55   3,00   376,65
126,45   3,00   379,35
126,45   3,00   379,35
127,35   3,00   382,05
126,00   3,00   378,00
127,80   3,00   383,40
129,15   3,00   387,45
127,80   3,00   383,40
128,25   3,00   384,75
123,30   3,00   369,90
128,70   3,00   386,10
124,20   3,00   372,60
126,00   3,00   378,00
127,35   3,00   382,05
124,65   3,00   373,95
126,00   3,00   378,00
128,59   4,00   514,35
126,90   4,00   507,60
126,22   4,00   504,90
125,21   4,00   500,85
126,90   4,00   507,60
127,24   4,00   508,95
126,56   4,00   506,25
124,88   4,00   499,50
127,57   4,00   510,30
126,56   4,00   506,25
128,25   4,00   513,00
124,88   4,00   499,50
123,19   4,00   492,75
127,24   4,00   508,95
128,25   4,00   513,00
125,55   4,00   502,20
127,57   4,00   510,30
125,89   4,00   503,55
126,22   4,00   504,90
128,25   4,00   513,00
129,60   4,00   518,40
128,59   4,00   514,35
126,56   4,00   506,25
125,89   4,00   503,55
127,57   4,00   510,30
123,19   4,00   492,75
127,91   4,00   511,65
125,89   4,00   503,55
129,26   4,00   517,05
124,20   4,00   496,80
126,56   4,00   506,25
128,25   4,00   513,00
127,24   4,00   508,95
127,57   4,00   510,30
124,54   4,00   498,15
125,55   4,00   502,20
125,89   4,00   503,55
128,25   4,00   513,00
125,55   4,00   502,20
126,56   4,00   506,25
127,57   4,00   510,30
125,55   5,00   627,75
126,90   5,00   634,50
123,93   5,00   619,65
127,17   5,00   635,85
127,17   5,00   635,85
126,09   5,00   630,45
126,90   5,00   634,50
125,55   5,00   627,75
124,47   5,00   622,35
125,01   5,00   625,05
127,71   5,00   638,55
126,90   5,00   634,50
129,33   5,00   646,65
128,79   5,00   643,95
125,55   5,00   627,75
129,06   5,00   645,30
125,01   5,00   625,05
126,63   5,00   633,15
124,74   5,00   623,70
126,90   5,00   634,50
127,71   5,00   638,55
127,44   5,00   637,20
125,55   5,00   627,75
125,28   5,00   626,40
126,63   5,00   633,15
126,90   5,00   634,50
125,82   5,00   629,10
129,06   5,00   645,30
125,01   5,00   625,05
126,63   5,00   633,15
127,17   5,00   635,85
126,09   5,00   630,45
125,28   5,00   626,40
127,71   5,00   638,55
126,90   5,00   634,50
125,55   5,00   627,75
129,06   5,00   645,30
125,01   5,00   625,05
125,28   5,00   626,40
125,82   5,00   629,10
125,01   5,00   625,05
124,20   6,00   745,20
126,22   6,00   757,35
126,00   6,00   756,00
127,12   6,00   762,75
126,22   6,00   757,35
126,68   6,00   760,05
125,32   6,00   751,95
127,57   6,00   765,45
125,10   6,00   750,60
123,07   6,00   738,45
126,68   6,00   760,05
125,32   6,00   751,95
125,32   6,00   751,95
126,22   6,00   757,35
125,32   6,00   751,95
125,55   6,00   753,30
125,32   6,00   751,95
125,78   6,00   754,65
124,43   6,00   746,55
127,12   6,00   762,75
126,90   6,00   761,40
126,90   6,00   761,40
125,10   6,00   750,60
127,57   6,00   765,45
127,57   6,00   765,45
124,88   6,00   749,25
127,57   6,00   765,45
128,70   6,00   772,20
126,00   6,00   756,00
124,20   6,00   745,20
126,68   6,00   760,05
128,25   6,00   769,50
125,55   6,00   753,30
127,35   6,00   764,10
126,00   6,00   756,00
125,32   6,00   751,95
126,00   6,00   756,00
126,90   6,00   761,40
127,57   6,00   765,45
126,45   6,00   758,70
125,10   6,00   750,60
124,97   7,00   874,80
127,67   7,00   893,70
126,32   7,00   884,25
123,81   7,00   866,70
125,94   7,00   881,55
127,48   7,00   892,35
127,67   7,00   893,70
125,74   7,00   880,20
124,59   7,00   872,10
124,59   7,00   872,10
126,13   7,00   882,90
126,13   7,00   882,90
126,32   7,00   884,25
127,09   7,00   889,65
126,71   7,00   886,95
127,48   7,00   892,35
127,48   7,00   892,35
126,51   7,00   885,60
127,29   7,00   891,00
124,78   7,00   873,45
126,32   7,00   884,25
125,16   7,00   876,15
125,55   7,00   878,85
128,44   7,00   899,10
127,29   7,00   891,00
126,51   7,00   885,60
125,55   7,00   878,85
126,90   7,00   888,30
126,90   7,00   888,30
128,64   7,00   900,45
126,71   7,00   886,95
123,43   7,00   864,00
126,90   7,00   888,30
126,13   7,00   882,90
125,94   7,00   881,55
124,39   7,00   870,75
128,44   7,00   899,10
126,32   7,00   884,25
128,44   7,00   899,10
127,09   7,00   889,65
125,55   7,00   878,85
126,06   8,00  1008,45
124,54   8,00   996,30
126,39   8,00  1011,15
127,91   8,00  1023,30
125,89   8,00  1007,10
126,90   8,00  1015,20
127,91   8,00  1023,30
124,54   8,00   996,30
127,74   8,00  1021,95
125,89   8,00  1007,10
126,90   8,00  1015,20
125,21   8,00  1001,70
125,21   8,00  1001,70
126,06   8,00  1008,45
125,72   8,00  1005,75
125,55   8,00  1004,40
126,06   8,00  1008,45
125,72   8,00  1005,75
126,22   8,00  1009,80
126,22   8,00  1009,80
126,39   8,00  1011,15
125,55   8,00  1004,40
125,38   8,00  1003,05
124,71   8,00   997,65
126,06   8,00  1008,45
125,55   8,00  1004,40
124,20   8,00   993,60
126,22   8,00  1009,80
125,72   8,00  1005,75
126,22   8,00  1009,80
127,07   8,00  1016,55
125,21   8,00  1001,70
126,22   8,00  1009,80
126,22   8,00  1009,80
128,25   8,00  1026,00
126,90   8,00  1015,20
125,89   8,00  1007,10
125,21   8,00  1001,70
126,90   8,00  1015,20
124,71   8,00   997,65
125,89   8,00  1007,10
124,80   9,00  1123,20
126,45   9,00  1138,05
123,90   9,00  1115,10
126,75   9,00  1140,75
125,70   9,00  1131,30
126,15   9,00  1135,35
123,30   9,00  1109,70
124,35   9,00  1119,15
128,40   9,00  1155,60
125,85   9,00  1132,65
124,95   9,00  1124,55
